	total	Li+	C+	CH+	CH_2+	CH_3+	Na+	Mg+	Al+	Si+	^34S+	K+	^41K+	^29SiO+	Na_2+	Cu+	Zn+	^65Cu+	AlF_2+	^66Zn+	^76Se+	^78Se+	Rb+	^87Rb+	^92Mo+	^96Mo+	Mo+	^110Cd+	^112Cd+	^113Cd+	Cd+	^118Sn+	^119Sn+	Sn+	Cs+
		7,0161	12,0008	13,0073	14,0155	15,0242	22,9873	23,9824	26,9813	27,9791	33,9699	38,9629	40,9608	44,9839	45,9731	62,9227	63,9207	64,9199	64,9691	65,9201	75,9117	77,9091	84,9167	86,9050	91,9018	95,8992	97,8994	109,8931	111,8927	112,8939	113,8930	117,8912	118,8927	119,8916	132,8888
Sputter Time (s)	Intensity (Raw)	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	
919,9839	74619	1,00001	0	0	0	1,00008	636,077	0	2,00006	0	0	380,112	33,0083	0	0	11082,1	1486,83	4741,28	23,6654	805,96	71,0527	157,211	34,0088	1,00001	220,37	284,617	279,604	71,0396	339,885	127,123	355,976	4573,26	1555,41	6026,1	883,216	
921,9839	74598	0	0	1,00001	0	3,00007	665,366	0	3,00007	0	0	353,954	30,0069	0	0	11141,4	1419,3	4848,04	26,9378	770,547	44,0266	208,343	34,0093	1,00001	215,357	307,721	290,648	83,0526	340,896	135,139	319,784	4548,67	1521,54	6013,14	887,091	
923,9838	74668	0	0	0	1,00001	0	702,754	1,00001	1,00001	1,00001	0	373,06	27,0056	1,00001	0	11300,1	1453,08	4857,43	26,9409	804,938	54,0351	165,228	36,0099	2,00003	238,437	291,652	319,779	73,0407	353,954	150,172	332,859	4481,03	1605,61	5930,36	919,575	
925,9838	74355	3,00007	0	0	2,00003	2,00003	680,521	0	1,00002	1,00001	0	349,933	30,0069	0	0	11234,1	1444,86	4825,2	18,3081	724,034	59,0451	154,198	37,0104	6,00027	202,312	323,809	297,675	86,0564	330,834	138,145	369,054	4514,3	1523,69	5910,27	859,718	
927,9838	74542	0	0	1,00001	0	0	638,096	0	1,00001	0	0	348,927	23,004	0	1,00001	11096,6	1447,92	4880,44	18,3243	759,418	62,0419	164,214	33,0083	2,00003	199,303	306,716	313,759	73,0418	354,96	141,152	345,922	4492,59	1616,86	5892,97	899,306	
929,9837	74348	0	0	0	0	2,00006	655,275	0	2,00003	1,00001	0	382,112	15,0019	0	0	11243,8	1498,08	4847,68	12,9256	761,453	52,0317	153,199	37,0104	0	242,451	301,693	305,712	102,079	362,004	140,15	351,949	4380,58	1541	5906,37	892,153	
931,9837	74571	1,00002	0	0	0	0	650,215	0	2,00006	2,00009	0	379,094	21,0034	1,00001	0	11247,9	1458,12	4903,84	17,2534	792,776	67,0511	181,261	31,0073	3,00008	210,337	320,789	320,789	84,0538	362,011	137,143	348,927	4449,26	1616,86	5888,82	892,234	
933,9837	73548	0	0	0	0	0	648,195	0	2,00003	0	0	356,971	28,006	0	0	11171,6	1432,59	4738,51	18,2865	774,595	72,055	152,193	29,0064	3,00007	221,373	353,954	301,693	89,0618	326,82	138,148	371,054	4425,37	1547,29	5749,49	894,195	
935,9836	74299	0	0	0	0	0	661,326	0	2,00003	2,00003	0	358,981	25,0048	0	1,00001	11394,8	1416,28	4764,94	19,3699	809,997	70,0515	150,193	46,0168	1,00001	253,489	321,789	334,859	95,0714	359,987	173,231	374,065	4520,59	1518,55	5887,58	899,322	
937,9836	73972	0	0	0	0	3,00021	632,038	0	2,00006	2,00003	0	358,981	26,0052	0	0	11133,5	1380,54	4692,02	19,3471	764,476	59,0412	175,245	19,0028	1,00001	220,373	341,896	349,943	94,0689	393,189	142,154	365,02	4454,19	1552,33	5960,55	867,879	
939,9835	73854	0	0	0	0	1,00004	648,215	0	1,00001	0	0	325,809	17,0022	2,00003	0	11243,4	1420,32	4787,68	20,4536	778,631	67,048	159,207	31,0073	5,00019	247,467	312,75	367,031	95,0703	370,043	145,161	342,906	4542,38	1529,81	5861,04	861,798	
941,9835	73476	0	0	0	1,00001	1,00001	630,019	0	2,00006	0	0	373,06	33,0083	0	0	11236,9	1438,79	4714,63	23,6542	730,063	72,0512	160,213	40,0122	3,00007	257,505	318,789	357,981	96,0718	350,943	132,135	361,998	4377,65	1513,39	5724,29	811,191	
943,9835	73932	1,00001	1,00001	0	0	2,00003	637,086	0	0	0	0	343,901	24,0044	0	1,00001	11257,7	1432,65	4769,32	17,2186	786,715	48,0243	161,206	37,011	2,00003	239,437	355,965	346,917	85,0551	351,949	139,15	364,024	4371,89	1582,02	5911,46	856,665	
945,9834	73451	0	0	0	1,00001	3,00016	653,245	0	0	0	0	357,976	24,0048	0	1,00001	11296,9	1495,97	4917,25	14,0217	776,607	48,0222	149,179	35,0093	2,00003	237,43	334,859	350,943	107,089	369,048	146,165	391,165	4437,76	1524,74	5671,11	840,596	
947,9834	73486	0	0	0	0	1,00004	635,067	0	0	1,00001	0	343,901	20,0031	0	1,00001	11327,2	1472,49	4807,83	12,9199	785,703	58,0405	181,262	23,004	6,00027	254,501	316,764	399,232	108,089	351,949	149,17	401,238	4337,69	1546,36	5901,43	867,839	
949,9834	72885	0	0	0	0	2,00006	639,116	0	1,00001	2,00006	0	334,854	29,0064	0	0	11033,5	1425,48	4806,28	18,3045	800,898	63,0448	174,25	27,0056	2,00003	247,474	359,987	362,003	128,125	354,96	166,216	369,06	4273,75	1550,29	5828,24	830,428	
951,9833	72903	0	0	0	0	1,00001	573,502	0	0	0	1,00001	322,794	23,004	0	0	11196,9	1452,03	4756,11	20,4408	817,085	49,0291	145,171	28,006	3,00011	271,566	369,037	372,054	86,0577	408,269	137,144	362,011	4458,6	1481,72	5850,29	826,313	
953,9833	72335	1,00001	0	0	0	0	621,942	0	3,00007	0	0	314,759	22,0037	1,00001	0	11190,8	1430,59	4765,31	10,7605	757,359	61,0378	160,203	26,0056	4,00012	253,493	350,938	373,066	91,0646	366,02	157,191	399,226	4394,55	1521,64	5781,44	831,346	
955,9833	72580	0	0	0	0	1,00002	669,427	0	0	0	1,00001	325,809	29,0064	0	0	11079,6	1467,34	4746,18	11,8334	815,097	62,0447	150,191	34,0088	2,00003	265,537	336,87	350,949	91,0632	369,054	141,156	408,281	4226,66	1543,09	5737,94	846,616	
957,9832	72850	0	0	0	0	3,00011	641,135	0	1,00001	0	0	315,759	18,0025	0	0	11122,8	1423,37	4756,19	15,0606	741,187	37,0133	163,216	36,0099	1,00001	269,558	374,077	396,195	114,101	383,124	154,184	369,043	4358,34	1503,18	5693,2	840,493	
959,9832	72445	0	1,00001	0	0	0	606,8	0	1,00001	1,00001	0	325,809	34,0088	1,00001	0	11169,3	1394,84	4705,88	15,0529	819,11	69,0502	140,164	20,0031	4,00012	257,505	352,949	370,048	113,097	396,203	177,245	383,118	4228,86	1524,74	5803,13	782,846	
961,9832	72770	1,00002	0	0	0	1,00002	649,205	0	0	0	0	298,684	21,0034	0	0	11155,8	1454,08	4929,03	16,1805	792,788	65,0457	165,228	30,0069	2,00003	287,63	358,987	418,339	113,098	391,182	156,188	429,404	4254,5	1505,32	5857,86	870,973	
963,9831	72689	1,00001	1,00001	0	0	3,00011	633,057	1,00001	2,00006	0	0	382,118	23,004	1,00001	0	11245	1517,58	4903,84	21,5692	758,406	66,039	143,18	28,006	4,00012	270,558	383,118	418,339	108,089	388,148	197,297	393,189	4265,41	1515,46	5774,79	780,715	
965,9831	72554	0	0	0	0	3,00016	596,717	0	2,00003	1,00002	0	331,839	25,0048	0	0	11268,1	1407,13	4796,75	12,9197	802,923	51,0313	134,154	25,0048	6,00037	246,463	377,083	399,226	128,125	400,226	163,206	458,608	4177,68	1550,31	5920,41	772,682	
967,9831	72035	2,00003	0	0	1,00001	3,00007	617,904	0	1,00001	1,00001	0	327,819	27,0056	0	0	11087,5	1391,69	4771,17	18,2934	698,722	62,0471	169,229	22,0037	1,00001	279,6	394,183	392,171	122,116	403,25	159,196	420,352	4251,2	1579,04	5733,3	853,743	
969,9830	72793	0	0	0	0	1,00001	626,999	0	0	1,00001	0	321,794	20,0031	0	0	11297,2	1456,1	4831,82	14,004	731,074	56,0377	137,162	31,0073	4,00012	281,613	359,987	450,545	122,114	383,118	157,193	420,352	4479,17	1603,66	5817	826,262	
971,9830	71899	1,00001	0	0	0	1,00002	607,81	0	2,00003	1,00001	0	310,735	19,003	0	0	11243,6	1461,24	4781,15	16,142	785,715	70,0557	153,191	36,0099	2,00003	285,63	374,066	440,477	104,086	378,094	176,239	382,118	4262,01	1474,55	5729,12	846,558	
973,9830	72027	0	0	0	0	1,00001	575,52	0	0	0	0	361,004	19,0028	0	0	11193,5	1381,52	4799,44	18,303	802,972	50,0272	153,186	25,0055	2,00003	270,562	372,061	412,3	131,131	386,135	179,246	409,278	4368,75	1528,79	5672,34	809,122	
975,9829	71522	0	0	0	0	3,00011	549,304	0	0	1,00001	0	284,617	15,0017	0	0	11228,4	1398,93	4884,6	12,9362	763,441	67,0568	143,176	31,0078	6,00027	276,583	368,031	425,378	141,152	416,32	182,256	421,371	4247	1482,69	5615,9	815,16	
977,9829	71191	0	0	0	0	1,00004	632,038	0	2,00003	0	0	313,75	29,0064	0	0	11213,8	1389,67	4733,98	13,9822	772,562	70,052	146,17	17,0022	4,00012	301,693	353,954	452,58	107,087	417,332	172,226	421,358	4245	1431,7	5560,06	783,822	
979,9828	71740	1,00001	0	0	0	1,00002	621,951	0	3,00007	1,00001	0	340,89	26,0052	0	0	11325,9	1419,37	4834,9	14,0022	724,017	60,043	143,169	29,0064	3,00011	278,595	378,1	462,636	118,108	413,32	174,231	442,497	4182,88	1492,04	5682,84	765,545	
981,9828	71816	0	0	0	0	2,00006	584,617	0	2,00003	1,00001	0	340,885	24,0044	0	0	11181,5	1405,03	4767	11,839	709,852	61,0441	134,144	24,0044	4,00012	306,716	350,938	457,601	118,106	450,559	171,224	469,693	4256,74	1507,32	5621,15	796,008	
983,9828	71281	0	0	0	0	3,00007	587,627	0	2,00003	0	1,00001	276,583	29,0064	0	0	11172,5	1428,59	4726,08	16,1309	784,696	52,0294	135,145	22,0037	2,00003	328,829	373,066	465,65	127,123	402,24	179,248	445,511	4228,86	1534,9	5623,22	767,68	
985,9827	71319	0	0	0	0	4,00024	611,857	0	0	0	0	308,731	20,0031	1,00001	0	11137,4	1393,8	4833,66	18,3123	751,313	60,0396	156,196	29,0064	4,00018	279,596	404,25	480,759	133,137	404,263	200,312	426,384	4268,28	1513,53	5579,83	807,047	
987,9827	70924	0	0	0	0	1,00001	601,754	0	2,00006	0	0	311,74	17,0022	0	0	11022,9	1415,3	4693,51	22,5762	763,457	67,0496	150,179	22,0037	2,00003	326,824	440,477	455,587	118,106	461,643	188,273	473,744	4311,05	1470,51	5610,09	796,925	
989,9827	71309	0	0	0	0	2,00006	611,847	0	1,00004	0	0	272,57	27,0056	1,00001	0	11163,7	1450,97	4797,37	8,61154	779,631	56,0402	152,191	23,004	7,00037	328,829	399,238	455,58	145,165	393,201	181,25	447,538	4190,27	1459,26	5725,38	808,169	
991,9826	71305	1,00001	1,00002	0	0	1,00004	557,363	0	1,00001	0	0	295,666	17,0022	0	0	11247,2	1375,36	4919,56	17,2605	764,458	56,0375	159,205	26,0052	6,00027	331,844	361,998	447,525	137,143	443,504	215,353	460,622	4288,49	1529,86	5552,45	754,42	
993,9826	70617	0	0	0	0	1,00001	638,106	0	1,00001	1,00001	0	289,639	24,0044	0	0	11318,4	1400,89	4891,14	12,9384	781,667	67,0448	142,168	26,0052	4,00012	297,689	376,083	469,693	130,131	445,531	216,357	459,615	4186,14	1508,34	5506,91	815,144	
995,9826	70596	0	0	0	1,00001	0	560,397	0	0	0	0	288,635	27,006	1,00001	0	10977,5	1370,32	4776,08	13,9913	780,659	57,0347	105,094	35,0093	3,00007	318,784	435,443	488,833	157,191	453,58	186,273	468,672	4108,3	1468,51	5678,18	829,415	
997,9825	70712	0	0	0	1,00001	1,00001	604,791	0	0	0	0	300,689	22,0037	0	1,00001	11463,3	1396,89	4778,46	25,8342	753,348	58,034	140,154	29,0064	3,00007	308,726	424,384	502,94	138,148	406,275	186,27	504,971	4177,68	1455,15	5417,77	752,429	
999,9825	70051	0	0	0	1,00002	0	572,493	0	0	0	0	315,76	20,0034	0	0	11184,2	1361,12	4850,51	17,2435	732,125	66,0478	141,163	29,0069	1,00001	302,707	443,497	557,372	135,139	475,737	183,262	462,643	4058,66	1389,69	5488,33	736,288	
1001,9825	70226	2,00003	0	0	1,00001	0	569,484	0	1,00001	0	0	305,712	24,0044	2,00003	0	11176,6	1292,76	4974,1	20,5102	752,336	53,041	148,176	30,0069	4,00012	342,896	435,457	437,484	154,184	443,511	207,331	450,566	4207,53	1477,65	5513,79	712,945	
1003,9824	69722	0	0	0	0	2,00003	565,432	0	3,00007	0	0	284,621	21,0034	2,00003	0	11198	1292,78	4795,29	27,9917	738,175	61,0386	148,195	27,0056	3,00007	328,834	401,232	505,956	139,148	399,213	180,25	523,114	4177,68	1388,74	5395,13	756,528	
1005,9824	69981	0	0	0	0	1,00001	549,296	0	2,00003	1,00001	0	288,636	19,003	0	0	11320,4	1338,66	4841,97	18,3171	737,175	51,032	157,203	17,0022	5,00019	345,917	396,201	556,355	143,156	431,43	193,288	473,718	4151,18	1358,05	5456,89	778,801	
1007,9824	70650	1,00002	0	1,00001	0	2,00006	526,106	0	2,00003	0	0	296,67	23,004	0	0	11233,6	1389,71	4776,08	18,2973	778,655	50,0271	143,161	27,0056	3,00007	365,031	408,281	491,871	136,141	469,686	206,324	488,833	4258,07	1453,06	5503,03	702,871	
1009,9823	70553	0	0	0	1,00001	2,00003	571,484	0	0	0	0	291,648	18,0025	0	0	11408,9	1414,26	4862,05	18,3189	746,255	54,0277	148,185	26,0052	3,00007	374,071	454,58	520,066	164,211	472,703	211,344	487,826	4234,13	1361,12	5511,71	734,242	
1011,9823	69804	0	0	0	0	1,00004	542,245	0	4,00012	1,00001	0	262,533	24,0044	0	0	11357,9	1389,72	4838,81	16,1608	743,255	59,0397	124,123	25,0048	7,00037	339,88	443,497	493,864	180,25	451,573	208,334	470,693	4056,34	1461,21	5432,24	732,22	
1013,9823	69838	0	1,00001	0	0	2,00006	546,27	0	1,00001	0	0	255,497	19,0028	0	2,00003	11310,9	1420,33	4753,41	20,4422	785,706	47,0292	133,145	27,006	2,00003	334,854	503,948	522,074	153,179	453,573	191,279	521,081	4216,13	1449,03	5460,32	713,973	
1015,9822	69540	0	0	0	0	1,00002	532,155	0	1,00001	0	0	279,596	20,0031	1,00001	0	11364	1406,06	4877,32	18,3265	736,153	60,0446	146,172	38,011	3,00007	358,987	431,417	559,415	164,207	453,573	230,407	511,995	4061,6	1468,46	5431,46	750,404	
1017,9822	70009	0	0	0	0	0	575,52	0	0	0	0	305,712	10,0008	1,00001	0	11354,5	1332,5	4839,12	16,1566	757,383	46,0296	134,145	23,004	3,00007	389,156	482,781	538,229	163,206	454,573	202,321	486,811	4180,88	1460,28	5449,31	744,29	
1019,9821	69915	0	0	0	0	1,00001	538,212	0	1,00001	0	0	268,549	27,006	0	0	11490,2	1395,82	4741,13	22,5895	734,096	54,0354	143,18	21,0037	1,00001	386,153	470,715	525,098	155,184	466,686	224,394	537,22	4081,82	1454,05	5495,08	738,277	
1021,9821	70311	0	0	1,00001	1,00002	3,00007	571,493	0	1,00001	1,00001	0	275,579	17,0025	0	0	11854,6	1434,72	5009,52	15,1244	748,278	35,0209	134,155	18,0025	3,00007	372,06	486,804	508,979	184,264	436,45	224,387	507,987	4186,47	1405	5395,61	771,608	
1023,9821	69422	0	0	0	0	3,00007	548,287	0	2,00003	0	0	285,621	34,0093	1,00001	0	11422,3	1317,26	4910,01	11,8636	800,911	66,0565	140,158	27,006	2,00003	392,171	477,744	595,699	154,184	510,995	191,282	526,146	4126,54	1487,94	5384,44	714,038	
1025,9820	69587	0	0	0	0	0	550,304	0	3,00007	0	0	275,578	17,0022	1,00001	0	11360,9	1354,93	5016,76	17,2853	754,336	52,0372	128,141	24,0044	3,00008	400,226	488,826	550,312	185,267	516,05	205,324	520,058	4008,42	1370,32	5349,2	710,972	
1027,9820	69708	1,00001	0	0	0	2,00003	563,415	0	3,00011	1,00002	0	264,533	19,0028	0	0	11466,4	1356,99	4960,23	24,8236	794,829	47,0244	137,162	24,0044	3,00007	388,153	485,796	587,662	160,196	474,737	230,411	560,406	4040,36	1493,97	5403,99	722,186	
1029,9820	69536	0	0	0	1,00001	0	578,555	0	2,00003	0	0	281,608	14,0015	0	0	11594,4	1388,63	5048,56	30,2617	707,819	45,0278	144,171	32,0078	1,00001	380,106	489,833	562,415	182,256	465,677	213,35	547,279	3978,85	1489,89	5304,71	683,626	
1031,9819	69526	0	0	0	0	0	522,074	0	0	1,00001	0	297,675	15,0017	0	0	11551,9	1389,67	4849,66	20,4748	840,391	53,041	126,132	32,0078	2,00003	401,232	480,759	616,904	167,213	480,774	234,422	519,082	4141,64	1423,46	5320,24	741,34	
1033,9819	69262	1,00001	0	0	1,00001	1,00001	547,279	0	3,00016	1,00001	0	285,626	26,0052	0	0	11418,7	1313,16	4919,93	25,8878	802,952	60,0423	140,158	32,0078	4,00012	419,339	519,05	600,754	162,206	467,686	208,331	580,564	4047,85	1411,3	5281,54	751,428	
1035,9819	68725	0	0	0	0	2,00003	499,909	0	2,00006	0	0	246,467	24,0048	0	0	11555,6	1425,46	4808,12	10,7689	756,406	44,0234	140,159	29,0064	1,00001	412,3	483,789	613,904	165,208	488,833	223,39	571,493	3972,34	1387,67	5203,18	680,635	
1037,9818	69163	0	0	0	0	1,00005	536,187	0	1,00001	2,00003	0	276,583	27,0056	0	0	11474,4	1352,97	4862,43	14,0088	786,717	47,0247	137,161	24,0044	1,00001	405,257	494,879	589,663	197,303	476,738	231,412	584,635	3928,92	1402,97	5344,19	705,917	
1039,9818	68540	1,00004	0	0	0	0	503,948	0	1,00001	0	0	292,661	17,0022	0	0	11484,7	1324,41	4973,18	18,3497	714,896	49,0296	106,091	30,0069	3,00007	410,288	503,94	611,866	187,267	523,09	248,474	540,229	3952,1	1354,03	5182,45	741,335	
1041,9818	68607	0	0	0	0	0	523,082	0	3,00007	0	0	245,459	21,0034	0	0	11241,8	1347,87	4932,36	18,3419	695,69	52,0303	149,183	27,0056	0	414,319	495,879	566,476	194,292	458,615	259,517	589,645	3993,35	1431,57	5227,85	702,916	
1043,9817	68024	0	0	0	0	0	511,995	0	1,00001	0	0	265,537	22,0037	0	0	11536,2	1358	4728,28	13,9819	732,08	47,0254	140,169	24,0044	5,00019	430,424	520,082	661,356	175,234	487,818	210,337	604,8	3863,11	1367,31	5229,29	729,208	
1045,9817	68431	0	0	0	0	1,00004	546,27	0	0	0	0	280,6	24,0048	0	0	11734,9	1351,91	4847,05	12,9301	751,301	50,0349	117,121	24,0044	2,00006	440,484	502,94	609,847	200,314	504,94	236,429	552,334	3881,15	1336,62	5233,45	704,914	
1047,9817	68202	1,00001	0	1,00001	1,00001	0	474,715	0	0	0	0	277,587	17,0022	1,00001	0	11500,4	1375,48	4971,65	21,5963	791,777	47,0291	143,163	17,0022	0	476,737	518,05	596,736	199,303	514,018	207,331	554,355	4015,74	1325,43	5176,2	711,983	
1049,9816	68126	0	0	0	0	1,00002	516,042	0	0	0	0	249,478	21,0034	0	0	11583,3	1362,12	4982,13	28,0756	746,233	50,0361	132,147	21,0034	2,00003	422,371	549,295	652,255	222,38	483,803	246,467	566,47	3932,29	1370,33	5160,8	676,577	
1051,9816	67361	2,00003	0	1,00001	0	2,00006	503,932	0	2,00006	1,00001	0	279,595	17,0022	0	0	11432,8	1416,24	4661,46	30,0854	724,017	44,0266	140,16	18,0025	5,00019	382,118	531,155	652,245	188,276	475,737	216,358	587,647	3899,13	1464,39	5230,38	686,711	
1053,9816	67273	0	0	0	1,00001	0	519,05	0	3,00007	0	0	228,397	16,002	0	0	11256,9	1299,99	4893,15	16,1763	727,062	54,0333	130,137	27,006	1,00001	415,332	575,52	617,961	169,218	481,796	247,47	615,904	3948,03	1287,66	5245,01	709,961	
1055,9815	67948	0	0	0	0	2,00003	549,296	0	1,00001	1,00001	0	260,517	18,0025	0	0	11481,4	1377,5	5030,64	15,1261	725,007	53,0286	144,167	23,004	2,00003	464,643	541,245	671,459	184,262	512,011	248,482	624,999	3966,34	1318,29	5132,51	627,057	
1057,9815	68158	1,00002	0	0	0	0	506,956	0	1,00001	1,00001	0	261,521	18,0025	0	0	11602,2	1367,25	4978,34	22,6755	692,679	58,0435	131,143	21,0034	5,00019	436,457	538,214	687,626	204,318	527,122	239,444	583,59	3902,19	1337,63	5091,94	718,028	
1059,9814	67235	0	0	0	0	1,00001	468,672	0	2,00006	1,00001	0	247,47	20,0031	0	0	11555	1223,46	4867,9	19,4028	756,397	58,0433	118,123	23,004	2,00003	472,715	507,971	670,438	180,253	504,956	259,517	592,7	3847,04	1338,79	5143,16	687,696	
1061,9814	67103	0	0	0	0	0	490,845	0	2,00003	3,00016	0	255,497	15,0017	0	0	11464,4	1322,31	4913,08	21,57	691,681	46,0285	129,143	18,0025	2,00003	449,545	517,042	691,647	204,321	539,212	245,467	637,125	3881,03	1345,83	5069,81	651,342	
1063,9814	67063	0	0	0	0	1,00002	528,13	0	0	0	0	240,44	20,0031	0	0	11344,3	1253,97	4966,02	17,2693	617,923	60,0427	138,152	22,0037	1,00001	459,608	511,003	677,49	212,344	493,873	265,545	606,851	3853,5	1387,67	5031,04	671,515	
1065,9813	67214	0	0	0	0	0	442,49	0	2,00003	0	0	241,444	13,0013	0	0	11689,8	1272,33	5004,27	14,0421	679,542	40,0233	118,115	15,0017	2,00003	471,722	523,098	680,552	207,334	556,363	219,367	655,32	3861,19	1318,27	5020,28	696,829	
1067,9813	67070	0	0	0	0	3,00011	463,636	0	2,00003	1,00004	0	237,433	26,0052	0	1,00001	11550,1	1303,95	4929,95	15,1017	782,679	55,0368	127,132	22,0037	2,00003	490,851	565,432	712,907	191,288	518,082	243,463	630,068	3850,27	1342,72	4986,05	647,299	
1069,9813	66612	0	0	0	0	1,00001	490,833	0	0	1,00001	0	236,43	12,0011	0	0	11472,2	1284,55	4870,36	17,2483	750,29	40,0252	115,126	24,0044	6,00027	480,766	552,329	697,733	191,292	520,106	240,44	651,255	3796,13	1318,31	5090,34	624,009	
1071,9812	66417	0	0	0	0	0	494,864	0	0	0	0	240,444	18,0025	0	0	11518,7	1330,41	4866,59	20,4795	686,637	43,0271	134,151	16,002	1,00001	442,497	598,736	758,433	201,312	574,52	250,486	650,225	3756,08	1332,52	5048,36	635,165	
1073,9812	65938	0	0	0	0	2,00006	442,491	0	0	1,00002	0	219,373	14,0015	0	0	11542,6	1275,41	4963,94	22,671	679,521	51,0328	96,0777	21,0037	1,00001	503,948	586,645	710,852	216,36	546,287	243,466	664,367	3721,88	1350,93	4911,66	600,892	
1075,9812	66204	0	0	0	0	2,00003	436,45	0	0	1,00001	0	241,444	17,0022	1,00001	0	11646	1315,23	4869,17	20,4832	701,765	40,0229	111,116	17,0023	4,00012	476,752	565,432	691,69	216,365	553,334	265,541	638,126	3706,35	1338,7	4983,66	678,682	
1077,9811	66443	0	0	0	0	2,00009	462,629	0	0	3,00007	0	248,47	11,0009	1,00001	0	11621,3	1337,74	4981,91	18,3549	708,841	49,0333	112,115	20,0034	3,00007	480,766	614,894	697,733	208,334	554,363	255,501	605,81	3782,83	1326,45	4921,02	622,085	
1079,9811	67474	0	0	1,00001	0	3,00007	476,73	0	1,00001	0	1,00001	254,493	20,0031	0	0	11887	1334,56	5018,75	23,7657	679,521	41,0241	131,146	22,0037	3,00007	524,09	577,564	787,752	239,437	563,432	242,453	660,366	3887,39	1361,14	5004,17	660,468	
1081,9811	67082	1,00001	0	0	0	1,00001	494,864	0	2,00006	2,00003	0	236,426	16,002	0	0	11705,5	1353,01	5087,63	12,9794	683,573	56,0358	120,125	17,0022	3,00007	524,09	609,838	787,715	243,452	593,703	270,566	616,913	3781,48	1321,35	4957,07	661,457	
1083,9810	65871	0	0	0	0	1,00004	472,708	0	0	1,00002	0	207,328	17,0022	1,00001	0	11427,9	1310,07	4988,37	17,2764	629,028	33,0182	115,117	18,0025	4,00014	500,925	623,99	778,643	232,412	540,245	283,621	647,232	3731,4	1304,07	4860,89	634,146	
1085,9810	65843	0	0	0	0	1,00002	453,573	0	0	1,00001	0	217,36	16,002	0	0	11769	1236,61	4887,83	20,4832	761,441	35,0192	121,135	21,0036	3,00007	452,573	612,894	743,266	243,463	561,415	272,578	660,336	3727,47	1315,21	4792,91	607,894	
1087,9810	65382	0	0	0	0	1,00004	427,391	0	0	0	0	263,529	19,0028	0	0	11519,8	1287,7	4986,81	21,5948	711,863	47,0322	128,145	20,0031	1,00001	527,114	582,6	683,594	250,482	542,254	260,521	722,995	3693,54	1257	4878,86	628,096	
1089,9809	64789	0	1,00001	0	0	0	484,789	0	1,00004	1,00001	0	237,43	22,004	0	0	11549	1252,98	4908,57	18,3337	715,896	53,0346	129,139	13,0013	3,00007	545,27	591,69	776,607	230,408	590,684	265,537	651,265	3641,45	1274,39	4804,9	595,778	
1091,9809	65411	1,00001	0	0	0	1,00004	436,457	0	2,00003	0	0	211,344	17,0022	0	0	11424,5	1288,74	4978,89	18,3561	753,313	35,0209	132,147	22,0037	2,00003	500,933	615,885	751,301	244,459	561,405	272,578	685,651	3635,2	1298,89	4888,83	630,145	
1093,9809	65071	0	0	0	0	0	409,275	0	0	0	0	204,318	19,0028	0	0	11554,9	1286,59	4996,59	24,8445	689,615	47,0305	98,0802	30,0069	3,00007	528,13	619,923	793,8	264,533	571,528	254,493	716,962	3570,08	1243,9	4917,47	621,056	
1095,9808	64762	0	0	0	1,00002	1,00002	442,497	0	1,00002	0	0	211,34	17,0022	0	0	11746,3	1304,05	4885,31	19,4075	680,552	42,0237	108,099	14,0015	2,00003	522,09	595,708	792,788	232,412	569,511	263,541	599,752	3537,14	1243,77	4773,92	633,174	
1097,9808	64321	0	0	0	0	1,00005	410,288	0	0	0	0	209,334	16,002	1,00001	0	11448,1	1216,35	4849,89	10,7763	703,819	48,0266	86,0653	16,002	3,00007	541,245	606,8	770,583	240,448	574,529	277,595	689,637	3607,89	1286,71	4789,76	589,726	
1099,9807	64445	0	0	0	1,00001	1,00002	440,477	0	0	1,00001	0	212,344	19,0028	0	0	11557,2	1202,05	4888,37	23,7242	665,397	40,026	113,11	19,0028	0	497,894	662,336	825,198	244,455	575,555	282,626	715,94	3737,82	1235,74	4811,09	627,173	
1101,9807	66659	0	0	0	0	0	475,722	0	2,00003	1,00001	0	216,357	16,002	0	0	12076,4	1194,92	5168,12	19,4932	704,795	36,0211	117,113	27,0056	4,00012	579,564	669,428	827,249	232,411	597,736	268,558	782,715	3756,17	1335,68	4806,69	639,186	
1103,9807	64119	0	0	0	1,00001	0	471,693	0	0	0	0	218,363	14,0015	0	0	11482,2	1262,21	4988,6	25,9172	715,929	50,0314	111,11	12,0011	1,00002	560,397	611,866	760,465	230,404	596,742	300,689	683,594	3591,93	1207,18	4774,24	640,271	
1105,9806	62766	0	0	0	0	0	439,47	0	3,00007	0	0	206,324	12,0011	0	0	11328,7	1254,98	4896,07	19,411	656,315	34,0149	112,108	21,0034	2,00003	492,871	656,325	813,072	235,426	592,735	274,583	724,018	3480,1	1220,31	4514,58	554,466	
